1	0.000	0.000
2	0.500	0.000
3	1.000	0.000
4	1.500	0.000
5	2.000	0.000
6	2.500	0.000
7	3.000	0.000
8	3.500	0.000
9	4.000	0.000
10	4.500	0.000
11	5.000	0.000
12	5.500	0.000
13	6.000	0.000
14	6.500	0.000
15	7.000	0.000
16	7.500	0.000
17	8.000	0.000
18	8.500	0.000
19	9.000	0.000
20	9.500	0.000
21	10.000	0.000
22	10.500	0.000
23	11.000	0.000
24	11.500	0.000
25	12.000	0.000
26	12.500	0.000
27	13.000	0.000
28	13.500	0.000
29	14.000	0.000
30	14.500	0.000
31	15.000	0.000
32	15.500	0.000
33	16.000	0.000
34	16.500	0.000
35	17.000	0.000
36	17.500	0.000
37	18.000	0.000
38	18.500	0.000
39	19.000	0.000
40	19.500	0.000
41	20.000	0.000
42	20.500	0.000
43	21.000	0.000
44	21.500	0.000
45	22.000	0.000
46	22.500	0.000
47	23.000	0.000
48	23.500	0.000
49	24.000	0.000
50	24.500	0.000
51	25.000	0.000
52	25.500	0.000
53	26.000	0.000
54	26.500	0.000
55	27.000	0.000
56	27.500	0.000
57	28.000	0.000
58	28.500	0.000
59	29.000	0.000
60	29.500	0.000
61	30.000	0.000
62	30.500	0.000
63	31.000	0.000
64	31.500	0.000
65	32.000	0.000
66	32.500	0.000
67	33.000	0.000
68	33.500	0.000
69	34.000	0.000
70	34.500	0.000
71	35.000	0.000
72	35.500	0.000
73	36.000	0.000
74	36.500	0.000
75	37.000	0.000
76	37.500	0.000
77	38.000	0.000
78	38.500	0.000
79	39.000	0.000
80	39.500	0.000
81	40.000	0.000
82	40.500	0.000
83	41.000	0.000
84	41.500	0.000
85	42.000	0.000
86	42.500	0.000
87	43.000	0.000
88	43.500	0.000
89	44.000	0.000
90	44.500	0.000
91	45.000	0.000
92	45.500	0.000
93	46.000	0.000
94	46.500	0.000
95	47.000	0.000
96	47.500	0.000
97	48.000	0.000
98	48.500	0.000
99	49.000	0.000
100	49.500	0.000
101	50.000	0.000
102	50.500	0.000
103	51.000	0.000
104	51.500	0.000
105	52.000	0.000
106	52.500	0.000
107	53.000	0.000
108	53.500	0.000
109	54.000	0.000
110	54.500	0.000
111	55.000	0.000
112	55.500	0.000
113	56.000	0.000
114	56.500	0.000
115	57.000	0.000
116	57.500	0.000
117	58.000	0.000
118	58.500	0.000
119	59.000	0.000
120	59.500	0.000
121	60.000	0.000
122	60.500	0.000
123	61.000	0.000
